"STATION","NAME","DATE","DAPR","DASF","MDPR","PRCP","SNOW","TMAX","TMIN","TOBS"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-09",,,,"0.00","0.0","95","60","65"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-10",,,,"0.00","0.0","92","64","71"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-11",,,,"0.00","0.0","82","63","80"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-12",,,,"0.50","0.0","84","56","59"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-13",,,,"0.00","0.0","82","54","70"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-14",,,,"0.00","0.0","86","52","81"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-15",,,,"0.00","0.0","86","56","73"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-16",,,,"0.00","0.0","91","57","62"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-17",,,,"0.00","0.0","89","58","67"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-18",,,,"0.00","0.0","91","59","63"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-19",,,,"0.00","0.0","90","59","61"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-20",,,,"0.00","0.0","89","60","62"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-21",,,,"0.00","0.0","89","59","61"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-22",,,,"0.00","0.0","93","59","67"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-23",,,,"0.00","0.0","93","62","90"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-24",,,,"0.00","0.0","88","65","73"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-25",,,,"0.14","0.0","82","59","64"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-26",,,,"0.10","0.0","85","56","59"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-27",,,,"0.00","0.0","83","59","65"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-28",,,,"0.00","0.0","75","45","51"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-29",,,,"0.00","0.0","75","47",
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-30",,,,"0.00","0.0","76","47","55"
"USC00425186","LOGAN UTAH ST U, UT US","1942-08-31",,,,"0.00","0.0","81","47","52"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-01",,,,"0.00","0.0","87","53","55"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-02",,,,"0.00","0.0","87","53","64"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-03",,,,"0.00","0.0","86","62","65"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-04",,,,"0.00","0.0","86","59","59"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-05",,,,"0.00","0.0","86","56","58"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-06",,,,"0.00","0.0","86","55","67"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-07",,,,"0.00","0.0","85","56","69"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-08",,,,"0.00","0.0","85","64","65"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-09",,,,"0.00","0.0","79","64","69"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-10",,,,"0.00","0.0","75","49","50"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-11",,,,"0.00","0.0","64","49","54"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-12",,,,"0.66","0.0","63","45","46"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-13",,,,"0.23","0.0","75","46","60"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-14",,,,"0.00","0.0","77","49","52"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-15",,,,"0.00","0.0","75","50","56"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-16",,,,"0.00","0.0","75","50","54"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-17",,,,"0.00","0.0","65","45","47"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-18",,,,"0.03","0.0","56","35","38"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-19",,,,"0.00","0.0","65","35","37"
"USC00425186","LOGAN UTAH ST U, UT US","1942-09-20",,,,"0.00","0.0","71","37","59"
